RespondentID,Race,Gender,Age,EducationLevel,EmployementType,PostalCode,Experience,JobTitle,SeniorityLevel,Salary,PromotionStatus,BonusStatus,Industry,EmployeeCount,JobPerformance,IsCompensation,IsGrowth,IsFairness,IsBenefits,IsGrowthOpportunities
11442113462,Black/African American,Female,25-34,Master's Degree or Higher,Full Time Employee,36104,Ten years or more,"Senior, Technical Media Producer",Senior level,"$60,000 to $69,999",Yes,Yes,"Telecommunications, Technology, Internet & Electronics",50 to 250 Employees,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree
11442113382,Black/African American,Female,35-44,Master's Degree or Higher,Full Time Employee,37421,One to five years,Recruiter,Mid level,"$70,000 to $79,999",Yes,Yes,"Telecommunications, Technology, Internet & Electronics","More than 10,000 Employees",Agree,Agree,Strongly agree,Somewhat agree,Agree,Agree
11442113302,Black/African American,Female,45-54,Master's Degree or Higher,Full Time Employee,35205,One to five years,Director of Behavioral Health,Senior level,"$90,000 to $99,999",Yes,Yes,Social/Public Services,50 to 250 Employees,Agree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree
11442110634,Black/African American,Female,35-44,Bachelor's Degree,Full Time Employee,35244,One to five years,Assistant Manager,Mid level,Prefer not to answer,Yes,Yes,Retail & Consumer Durables,"More than 10,000 Employees",Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Agree,Strongly agree
11442085810,Black/African American,Female,35-44,Some College,Full Time Employee,35209,One to five years,PIP CLAIMS ADJUSTER,Entry level,"$30,000 to $39,999",No,No,Insurance,"1,000 to 10,000 Employees",Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree
11442081612,Black/African American,Female,35-44,Some College,Full Time Employee,35242,Five to ten years,Claims associate,Mid level,"$30,000 to $39,999",Yes,Yes,Insurance,"1,000 to 10,000 Employees",Somewhat disagree,Disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree
11441807124,Black/African American,Female,35-44,Master's Degree or Higher,Full Time Employee,35249,One to five years,Clinical Educator,Mid level,"$70,000 to $79,999",Yes,No,,,,,,,,
11441730402,Black/African American,Male,25-34,Master's Degree or Higher,Full Time Employee,35285,One to five years,Benefits authorizer,Mid level,"$50,000 to $59,999",No,No,Government,"More than 10,000 Employees",Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree
11441000319,White,Male,45-54,High School Diploma/GED,Part Time Employee,35342,One to five years,Prepper,Senior level,Prefer not to answer,No,No,Food & Beverages,Less than 50 Employees,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
11440863781,Hispanic/Latino,Male,25-34,Associate's Degree,Full Time Employee,35233,One to five years,Respiratory therapist,Entry level,"$30,000 to $39,999",Yes,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11440731159,Black/African American,Female,55-64,Associate's Degree,Full Time Employee,35209,One to five years,Closing Agent Maintenance Specialist,Mid level,"$30,000 to $39,999",No,No,Mortgage Services,"250 to 1,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11440671650,White,Male,45-54,Master's Degree or Higher,Self Employed/Entrepreneur,35226,Ten years or more,Partner,Owner,"$70,000 to $79,999",No Answer,Yes,Legal Services,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree
11440653658,White,Female,45-54,Bachelor's Degree,Full Time Employee,35253,Five to ten years,Nursery Director,Mid level,"$40,000 to $49,999",No,No,Nonprofit,"250 to 1,000 Employees",Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,
11440402607,White,Male,25-34,Bachelor's Degree,Full Time Employee,35824,One to five years,Software Dev,Mid level,"$90,000 to $99,999",Yes,No,,,,,,,,
11440340595,White,Male,25-34,Master's Degree or Higher,Full Time Employee,35223,Less than one year,AVP,Mid level,"$100,000 to $149,999",Yes,Yes,Insurance,"1,000 to 10,000 Employees",Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree
11440156234,White,Female,45-54,Bachelor's Degree,Full Time Employee,35242,Ten years or more,Nursery Director,Mid level,"$40,000 to $49,999",No,No,Nonprofit,50 to 250 Employees,,,,,,
11440136742,White,Male,55-64,Associate's Degree,Full Time Employee,36250,Ten years or more,Steel Detailer,Senior level,"$60,000 to $69,999",Yes,Yes,"Construction, Machinery, and Homes",Less than 50 Employees,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree
11440122088,Prefer not to say,Female,45-54,Some College,Part Time Employee,35212,Five to ten years,Event manager,Mid level,,Yes,Yes,Social/Public Services,Less than 50 Employees,Disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Disagree,Disagree
11440043550,Prefer not to say,Female,25-34,High School Diploma/GED,Self Employed/Entrepreneur,35218,One to five years,Data entry,Entry level,"Less than $10,000",No Answer,,Food & Beverages,Less than 50 Employees,Strongly agree,,Agree,Neither agree nor disagree,,
11440023859,White,Male,25-34,Master's Degree or Higher,Full Time Employee,35222,One to five years,University Recruiter,Mid level,"$60,000 to $69,999",Yes,Yes,Finance & Financial Services,"More than 10,000 Employees",Agree,Agree,Strongly agree,Agree,Agree,Strongly agree
11439984425,White,F,35-44,Some College,Self Employed/Entrepreneur,35203,Five to ten years,CEO,"C Suite (CEO, CFO, COO, CTO, CSO)",Prefer not to answer,Yes,Yes,Information Technology and Services,Less than 50 Employees,Agree,Agree,Agree,Agree,Agree,Agree
11439879433,White,Male,65+,Some College,Short Term Contract Employee,39702,One to five years,Maintneance,Senior level,"$10,000 to $19,999",Yes,Yes,Pulp Industry,"250 to 1,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree
11439863583,Hispanic/Latino,F,25-34,Bachelor's Degree,Part Time Employee,90022,Five to ten years,Part time,Entry level,"Less than $10,000",No,No,Education,Less than 50 Employees,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
11439860786,Prefer not to say,Male,25-34,Bachelor's Degree,Self Employed/Entrepreneur,94117,One to five years,Owner,"C Suite (CEO, CFO, COO, CTO, CSO)","$150,000 or more",No,No,Analytics Consulting,Less than 50 Employees,,,,,,
11439856001,White,Female,35-44,Associate's Degree,Full Time Employee,35209,One to five years,Director of Recruiting,Senior level,"$100,000 to $149,999",Yes,Yes,"Telecommunications, Technology, Internet & Electronics","250 to 1,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree
11439784338,Multiracial/Multiethnic,F,25-34,Master's Degree or Higher,Self Employed/Entrepreneur,94117,Less than one year,Community Educator,Entry level,,No Answer,,Education,Less than 50 Employees,Strongly agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,
11439706736,White,Femail,45-54,Master's Degree or Higher,Full Time Employee,31548,Ten years or more,School Media Specialist / Librarian,Mid level,"$50,000 to $59,999",No,Yes,Education,"1,000 to 10,000 Employees",Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
11439666265,White,Female,25-34,Bachelor's Degree,Full Time Employee,35203,Less than one year,Product manager,Mid level,"$60,000 to $69,999",No,No,"Telecommunications, Technology, Internet & Electronics",Less than 50 Employees,Strongly agree,Agree,Somewhat agree,Disagree,Agree,Somewhat agree
11439653368,White,Male,55-64,Master's Degree or Higher,Self Employed/Entrepreneur,75063,One to five years,Business Owner,Business Owner,Prefer not to answer,No Answer,,Internet,Less than 50 Employees,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
11439544453,Black/African American,Female,25-34,Bachelor's Degree,Full Time Employee,35242,One to five years,Web Developer,Mid level,"$70,000 to $79,999",No,Yes,Manufacturing,"1,000 to 10,000 Employees",Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Agree,Somewhat agree
11439383910,White,Male,45-54,Bachelor's Degree,Full Time Employee,35210,One to five years,,Entry level,"$20,000 to $29,999",No,No,Food & Beverages,"1,000 to 10,000 Employees",Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Somewhat agree,Disagree
