Respondent ID,Start Date,Race,Gender,Age,EducationLevel,EmploymentType,ExperienceLevel,JobTitle,SeniorityLevel,Promotions,Industry,BusinessType,CompanySize,JobPerformance,IsCompensation,IsGrowth,IsDecisions,IsCompanyBenefits,IsGrowthOpportunities
11473691848,04/02/2020 14:06,Black or African American,Male,55-64,Some College,Full Time Employee,One to five years,Operation team lead,Entry level,Never been promoted,Retail & Consumer Durables,For Profit,"1,000 to 10,000 Employees",Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
11469332745,04/02/2020 14:17,White,Male,35-44,Some College,Full Time Employee,Five to ten years,Senior Vice President,Senior level,Prefer not to answer,Finance & Financial Services,For Profit,"1,000 to 10,000 Employees",Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
11469392010,04/02/2020 14:34,White,Male,55-64,Bachelor's Degree,Full Time Employee,Less than one year,Chief Strategy Officer,"C Suite (CEO, CFO, COO, CTO, CSO)",Multiple Promotions,Healthcare & Pharmaceuticals,For Profit,"250 to 1,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree
11469446529,04/02/2020 14:48,Black or African American,Male,25-34,Bachelor's Degree,Full Time Employee,One to five years,Access Worker,Mid level,Within 12 Months,Healthcare & Pharmaceuticals,Non Profit,"250 to 1,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11469475702,04/02/2020 14:58,White,Female,35-44,High School Diploma/GED,Full Time Employee,Five to ten years,Legal assistant,Senior level,Never been promoted,Legal Services,For Profit,Less than 50 Employees,Agree,Agree,Agree,Agree,Agree,Agree
11469555412,04/02/2020 15:20,White,Male,45-54,Bachelor's Degree,Full Time Employee,Ten years or more,Gm,Mid level,Prefer not to answer,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11469590973,04/02/2020 15:30,White,Female,65+,High School Diploma/GED,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11469650520,04/02/2020 15:47,White,Male,35-44,Associate's Degree,Temporary/Seasonal,One to five years,Warehouse Lead,Mid level,Never been promoted,Food & Beverages,For Profit,50 to 250 Employees,Somewhat agree,Strongly disagree,Somewhat disagree,Disagree,Somewhat disagree,Strongly disagree
11469693292,04/02/2020 15:59,White,Female,55-64,Master's Degree or Higher,Full Time Employee,Ten years or more,Teacher,Senior level,In the last 1 to 5 years,Education,Government,"250 to 1,000 Employees",Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree
11469738774,04/02/2020 16:12,Black or African American,Male,35-44,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11469772036,04/02/2020 16:22,White,Male,25-34,Some College,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11469811230,04/02/2020 16:33,White,Female,45-54,Some College,Full Time Employee,Less than one year,Branch Office Administrator,Entry level,Never been promoted,Finance & Financial Services,For Profit,"More than 10,000 Employees",Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree
11469887805,04/02/2020 16:57,White,Female,25-34,Master's Degree or Higher,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470017116,04/02/2020 17:38,White,female,45-54,Bachelor's Degree,Full Time Employee,Five to ten years,Paralegal,Mid level,Never been promoted,Legal Services,For Profit,Less than 50 Employees,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
11470080756,04/02/2020 17:59,White,Male,35-44,Some College,Full Time Employee,Five to ten years,Electrical Engineer,Mid level,In the last 1 to 5 years,"Utilities, Energy, and Extraction",For Profit,"250 to 1,000 Employees",Agree,Agree,Strongly agree,Agree,Somewhat agree,Agree
11470096321,04/02/2020 18:04,White,Male,35-44,Bachelor's Degree,Full Time Employee,Less than one year,Teacher,Entry level,Never been promoted,Education,Government,"250 to 1,000 Employees",Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
11470272700,04/02/2020 19:02,White,Female,55-64,Some College,Full Time Employee,Ten years or more,Paralegal,Senior level,Prefer not to answer,Legal Services,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree
11470299334,04/02/2020 19:09,White,Female,25-34,High School Diploma/GED,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470306877,04/02/2020 19:11,White,Female,18-24,Some College,Part Time Employee,Less than one year,Consulting Intern,Entry level,Within 12 Months,Business Support & Logistics,For Profit,"More than 10,000 Employees",Agree,Agree,Strongly agree,Agree,Strongly agree,Agree
11470325370,04/02/2020 19:17,White,Male,18-24,Bachelor's Degree,Full Time Employee,Less than one year,Management Trainee,Entry level,Never been promoted,Transportation & Delivery,For Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11470326838,04/02/2020 19:17,White,Female,65+,Some College,,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470385772,04/02/2020 19:35,White,Female,25-34,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470533950,04/02/2020 20:22,White,Female,25-34,Some College,Full Time Employee,Less than one year,Manager,Mid level,Within 12 Months,Food & Beverages,For Profit,Less than 50 Employees,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470604856,04/02/2020 20:44,White,Female,35-44,Master's Degree or Higher,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470664642,04/02/2020 21:03,White,Male,25-34,Bachelor's Degree,Full Time Employee,One to five years,Patient Navigator,Entry level,Within 12 Months,Healthcare & Pharmaceuticals,For Profit,50 to 250 Employees,Strongly agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree
11470695754,04/02/2020 21:13,Prefer not to say,Female,55-64,Bachelor's Degree,Long Term Contract Employee,Ten years or more,Consultanr,Mid level,In the last 1 to 5 years,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470730240,04/02/2020 21:24,White,Male,45-54,Bachelor's Degree,Full Time Employee,One to five years,Territory Sales Manager,Mid level,In the last 1 to 5 years,"Construction, Machinery, and Homes",For Profit,"1,000 to 10,000 Employees",Agree,Agree,Strongly agree,Agree,Agree,Agree
11470755683,04/02/2020 21:33,White,Female,25-34,Master's Degree or Higher,Full Time Employee,Less than one year,Teacher,Mid level,Never been promoted,Education,Government,50 to 250 Employees,Agree,Disagree,Declined to Answer,Disagree,Agree,Agree
11470776164,04/02/2020 21:39,White,Female,18-24,High School Diploma/GED,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470782849,04/02/2020 21:42,White,Male,25-34,High School Diploma/GED,Full Time Employee,One to five years,Team Lead,Mid level,In the last 1 to 5 years,Healthcare & Pharmaceuticals,For Profit,"250 to 1,000 Employees",Agree,Agree,Strongly agree,Agree,Agree,Agree
11470887090,04/02/2020 22:15,Black or African American,M,25-34,Master's Degree or Higher,Self Employed/Entrepreneur,One to five years,"Research Analyst, Grant Writer",Mid level,Never been promoted,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470961293,04/02/2020 22:40,White,Female,45-54,Master's Degree or Higher,Full Time Employee,Five to ten years,Teacher,Mid level,More than 5 years,Education,Government,50 to 250 Employees,Agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
11470967219,04/02/2020 22:43,White,Female,25-34,Bachelor's Degree,Full Time Employee,Less than one year,Content Associate,Entry level,Never been promoted,Education,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree
11471071354,04/02/2020 23:20,White,Male,25-34,Master's Degree or Higher,Full Time Employee,One to five years,English Teacher,Entry level,In the last 1 to 5 years,Education,Non Profit,50 to 250 Employees,Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree
11471180566,04/03/2020 0:02,White,Female,25-34,Bachelor's Degree,Part Time Employee,One to five years,Nursery Coordinator,Mid level,In the last 1 to 5 years,Education,Non Profit,Less than 50 Employees,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree
11471183585,04/03/2020 0:04,White,Male,18-24,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11471229557,04/03/2020 0:23,White,Male,25-34,Bachelor's Degree,Full Time Employee,Five to ten years,Teacher,Tenured teacher,In the last 1 to 5 years,Education,,"250 to 1,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11471270059,04/03/2020 0:39,White,Female,18-24,Bachelor's Degree,Full Time Employee,One to five years,Implementation Manager,Mid level,Within 12 Months,Healthcare & Pharmaceuticals,For Profit,50 to 250 Employees,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Neither agree nor disagree
11471321903,04/03/2020 1:02,White,Female,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Behavioral Therapist; Counselor,Mid level,Within 12 Months,Mental Health,For Profit,Less than 50 Employees,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree
11471368788,04/03/2020 1:22,White,Female,25-34,Vocational/Technical School,Full Time Employee,Less than one year,Certified Surgical Technologist,Entry level,Never been promoted,Healthcare & Pharmaceuticals,,"1,000 to 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree
11471373286,04/03/2020 1:24,Black or African American,Male,25-34,High School Diploma/GED,Full Time Employee,Ten years or more,Line worker,Senior level,Within 12 Months,Manufacturing,,"1,000 to 10,000 Employees",Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Strongly agree
11471403989,04/03/2020 1:37,White,Male,45-54,Bachelor's Degree,Full Time Employee,One to five years,Manager,Senior level,Within 12 Months,Food & Beverages,For Profit,50 to 250 Employees,Disagree,Agree,Somewhat disagree,Somewhat disagree,Agree,Agree
11471419094,04/03/2020 1:44,White,Female,65+,Master's Degree or Higher,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11471430880,04/03/2020 1:50,White,Female,25-34,Bachelor's Degree,Full Time Employee,One to five years,Director of Content,Mid level,Within 12 Months,"Telecommunications, Technology, Internet & Electronics",For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree
11471536258,04/03/2020 2:42,White,Male,25-34,Bachelor's Degree,Full Time Employee,One to five years,"Economist, Fiscal Analyst",Mid level,Within 12 Months,Government,Government,"More than 10,000 Employees",Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree
11471584928,04/03/2020 3:06,White,Female,55-64,Bachelor's Degree,Part Time Employee,Less than one year,Staff RN,Entry level,Prefer not to answer,Healthcare & Pharmaceuticals,For Profit,"More than 10,000 Employees",Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree
11471588898,04/03/2020 3:09,White,Female,25-34,Some College,Full Time Employee,Five to ten years,Server,Entry level,Never been promoted,Food & Beverages,For Profit,Less than 50 Employees,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat agree,Disagree
11471595633,04/03/2020 3:12,White,M,25-34,Master's Degree or Higher,Full Time Employee,One to five years,IT Director,Senior level,Never been promoted,Insurance,For Profit,"1,000 to 10,000 Employees",Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11471595334,04/03/2020 3:12,White,Male,18-24,Associate's Degree,Full Time Employee,Less than one year,Junior Data Analyst,Entry level,Never been promoted,Information Technology and Services,For Profit,Less than 50 Employees,Agree,Agree,Agree,Agree,Agree,Agree
11471602497,04/03/2020 3:14,Black or African American,Female,25-34,Bachelor's Degree,Long Term Contract Employee,One to five years,Business Analyst,Entry level,Within 12 Months,Finance & Financial Services,For Profit,"More than 10,000 Employees",Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
11471622327,04/03/2020 3:23,White,Female,45-54,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11471643840,04/03/2020 3:34,White,Female,25-34,Some College,Full Time Employee,Less than one year,Medical assistant,Entry level,Never been promoted,Healthcare & Pharmaceuticals,For Profit,Less than 50 Employees,Agree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Agree
11471648577,04/03/2020 3:36,White,Female,25-34,Master's Degree or Higher,Full Time Employee,Less than one year,Associate Director of BME Academic Programs,Mid level,Never been promoted,Education,Non Profit,"1,000 to 10,000 Employees",Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree
11471650724,04/03/2020 3:37,Black or African American,Female,45-54,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11471662112,04/03/2020 3:43,White,Male,55-64,Bachelor's Degree,Self Employed/Entrepreneur,One to five years,President,"C Suite (CEO, CFO, COO, CTO, CSO)",In the last 1 to 5 years,Information Technology and Services,For Profit,Less than 50 Employees,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
11471664506,04/03/2020 3:44,White,Female,55-64,Master's Degree or Higher,Full Time Employee,Ten years or more,Integrated Library Systems Administrator,Senior level,More than 5 years,Nonprofit,Non Profit,Less than 50 Employees,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
11471667332,04/03/2020 3:45,White,female,35-44,Master's Degree or Higher,Full Time Employee,One to five years,Volunteer Coordinator,Mid level,Prefer not to answer,Nonprofit,Non Profit,Less than 50 Employees,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree
11471671129,04/03/2020 3:47,White,Female,25-34,Master's Degree or Higher,Full Time Employee,Less than one year,Director,"C Suite (CEO, CFO, COO, CTO, CSO)",Within 12 Months,Education,Non Profit,"More than 10,000 Employees",Strongly agree,Agree,Agree,Agree,Strongly agree,Somewhat agree
11471683008,04/03/2020 3:53,White,Female,35-44,Bachelor's Degree,Full Time Employee,Less than one year,VP of Sales,Senior level,In the last 1 to 5 years,"Telecommunications, Technology, Internet & Electronics",For Profit,Less than 50 Employees,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11471717433,04/03/2020 4:12,White,Female,25-34,Master's Degree or Higher,Full Time Employee,Less than one year,Director,Senior level,Never been promoted,Education,Non Profit,50 to 250 Employees,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat agree
11471783639,04/03/2020 4:47,White,Female,25-34,Some College,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11471883878,04/03/2020 5:42,White,Female,25-34,Vocational/Technical School,Full Time Employee,One to five years,Parmedic,Mid level,Never been promoted,Healthcare & Pharmaceuticals,For Profit,50 to 250 Employees,Somewhat disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat disagree
11471884231,04/03/2020 5:43,Hispanic or Latino,Female,25-34,High School Diploma/GED,Full Time Employee,Five to ten years,Sales associate on,Entry level,Prefer not to answer,Advertising & Marketing,Non Profit,"1,000 to 10,000 Employees",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree
11471980053,04/03/2020 6:34,White,Female,25-34,Some College,Part Time Employee,Less than one year,Substitute teacher,Entry level,Never been promoted,Education,Non Profit,"250 to 1,000 Employees",Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
11472739335,04/03/2020 12:16,Black or African American,Female,35-44,Bachelor's Degree,Full Time Employee,One to five years,Enrollment services specialist,Entry level,Never been promoted,Insurance,For Profit,"1,000 to 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11472827048,04/03/2020 12:44,Hispanic or Latino,Female,55-64,Bachelor's Degree,Self Employed/Entrepreneur,Ten years or more,Senior Partner,"C Suite (CEO, CFO, COO, CTO, CSO)",Within 12 Months,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11472887040,04/03/2020 13:03,Black or African American,Female,55-64,Associate's Degree,Self Employed/Entrepreneur,One to five years,Executive Director,Senior level,Prefer not to answer,Nonprofit,Non Profit,Less than 50 Employees,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree
11473068653,04/03/2020 13:55,White,Female,18-24,Some College,Full Time Employee,One to five years,Customer Service Representative,Mid level,Within 12 Months,Retail & Consumer Durables,For Profit,"1,000 to 10,000 Employees",Somewhat disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree
11473123055,04/03/2020 14:12,Black or African American,Female,35-44,High School Diploma/GED,Full Time Employee,Ten years or more,Teacher,Mid level,Within 12 Months,Child Day Care Services,Non Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Agree
11473168034,04/03/2020 14:25,Black or African American,Female,35-44,Bachelor's Degree,Full Time Employee,Ten years or more,Computer programmer/analyst,Mid level,More than 5 years,"Telecommunications, Technology, Internet & Electronics",For Profit,"1,000 to 10,000 Employees",Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree
11473202368,04/03/2020 14:35,Black or African American,Female,45-54,Master's Degree or Higher,Full Time Employee,Less than one year,Supervisor,Mid level,Never been promoted,Automotive,For Profit,"1,000 to 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree
11473214039,04/03/2020 14:38,Multiracial or Multiethnic,Male,35-44,Some College,Full Time Employee,One to five years,Line Quality Control Inspector,Entry level,Within 12 Months,Manufacturing,For Profit,"1,000 to 10,000 Employees",Somewhat agree,Disagree,Somewhat agree,Disagree,Strongly agree,Somewhat disagree
11473312190,04/03/2020 15:06,Black or African American,Female,35-44,Some College,Full Time Employee,Five to ten years,Tech Admin II,Mid level,Never been promoted,Building Codes,For Profit,"250 to 1,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11473337556,04/03/2020 15:12,Black or African American,Female,35-44,High School Diploma/GED,Full Time Employee,One to five years,Unit Secretary,Entry level,Within 12 Months,Healthcare & Pharmaceuticals,For Profit,"1,000 to 10,000 Employees",Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Agree
11473434290,04/03/2020 15:40,Black or African American,Female,35-44,Some College,Full Time Employee,Ten years or more,Quality Analyst,Mid level,Within 12 Months,Finance & Financial Services,For Profit,"More than 10,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11473684483,04/03/2020 16:56,Black or African American,Female,35-44,Master's Degree or Higher,Full Time Employee,One to five years,Manager,Senior level,In the last 1 to 5 years,Union,,"250 to 1,000 Employees",Agree,Agree,Agree,Agree,Strongly agree,Agree
11473719144,04/03/2020 17:07,Black or African American,Male,45-54,Some High School,Full Time Employee,One to five years,Porter,Mid level,Never been promoted,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11473826145,04/03/2020 17:43,Black or African American,F,55-64,Master's Degree or Higher,Full Time Employee,One to five years,Educate,Senior level,Never been promoted,Education,Government,"1,000 to 10,000 Employees",Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Agree,Agree
11474000078,04/03/2020 18:44,Black or African American,Female,55-64,Associate's Degree,Full Time Employee,One to five years,Administrative Assistant,Senior level,Never been promoted,Government,Government,"1,000 to 10,000 Employees",Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
11474374732,04/03/2020 21:00,Black or African American,Female,35-44,Bachelor's Degree,Full Time Employee,Ten years or more,Regional Quality Assurance Manager,Senior level,In the last 1 to 5 years,Healthcare & Pharmaceuticals,For Profit,"More than 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree
11474758516,04/04/2020 0:02,Black or African American,Female,35-44,Master's Degree or Higher,Full Time Employee,Ten years or more,Csr,Entry level,Never been promoted,"Utilities, Energy, and Extraction",For Profit,"More than 10,000 Employees",Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree
11475322941,04/04/2020 6:22,Black or African American,Female,35-44,Some College,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11476055227,04/04/2020 14:49,Black or African American,Female,65+,Master's Degree or Higher,Short Term Contract Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11476109878,04/04/2020 15:20,Black or African American,Female,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Teacher,Entry level,Never been promoted,Education,Government,50 to 250 Employees,Somewhat agree,Somewhat disagree,Disagree,Strongly disagree,Somewhat agree,Somewhat disagree
11476130971,04/04/2020 15:33,Black or African American,Female,25-34,Master's Degree or Higher,Full Time Employee,Five to ten years,Occupational Therapist,Mid level,In the last 1 to 5 years,Healthcare & Pharmaceuticals,For Profit,50 to 250 Employees,Agree,Strongly agree,Agree,Disagree,Agree,Disagree
11476195152,04/04/2020 16:11,Black or African American,Female,45-54,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11476538825,04/04/2020 20:00,Black or African American,Female,35-44,Associate's Degree,Full Time Employee,Five to ten years,Patient Access Representative,Mid level,In the last 1 to 5 years,Insurance,For Profit,"250 to 1,000 Employees",Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree
11476709394,04/04/2020 22:25,White,Female,55-64,Some College,Full Time Employee,Ten years or more,Patient Care Tech,Mid level,Never been promoted,Healthcare & Pharmaceuticals,For Profit,"1,000 to 10,000 Employees",Agree,Disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree
11476929162,04/05/2020 1:29,Black or African American,Female,35-44,Bachelor's Degree,Full Time Employee,One to five years,Banker,Entry level,Never been promoted,Banking,For Profit,"More than 10,000 Employees",Strongly agree,Disagree,Somewhat disagree,Strongly disagree,Strongly agree,Disagree
11477084777,04/05/2020 3:57,White,Female,45-54,Associate's Degree,Full Time Employee,One to five years,Registered Respiratory Therapist,Senior level,Never been promoted,Healthcare & Pharmaceuticals,For Profit,"1,000 to 10,000 Employees",Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree
11477094907,04/05/2020 4:07,White,Male,25-34,Bachelor's Degree,Full Time Employee,One to five years,IT Recruiting Manager,Mid level,In the last 1 to 5 years,Information Technology and Services,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
11477221819,04/05/2020 6:26,Black or African American,Female,35-44,Master's Degree or Higher,Full Time Employee,One to five years,Community Development Coordinator,Mid level,Prefer not to answer,Healthcare & Pharmaceuticals,Non Profit,"250 to 1,000 Employees",Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree
11477538254,04/05/2020 12:05,White,Male,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Nurse practitioner,Mid level,Never been promoted,Healthcare & Pharmaceuticals,For Profit,"250 to 1,000 Employees",Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
11477742320,04/05/2020 14:35,White,Male,18-24,High School Diploma/GED,Part Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11477820313,04/05/2020 15:31,Black or African American,Female,45-54,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11477913522,04/05/2020 16:38,White,Male,25-34,Associate's Degree,Full Time Employee,One to five years,Acute care lead respiratory therapist,Mid level,In the last 1 to 5 years,Healthcare & Pharmaceuticals,For Profit,"1,000 to 10,000 Employees",Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree
11478461101,04/05/2020 23:51,White,Female,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Nurse Practitioner,Mid level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"1,000 to 10,000 Employees",Agree,Agree,Agree,Agree,Agree,Strongly agree
11478785073,04/06/2020 3:50,Multiracial or Multiethnic,Female,25-34,Associate's Degree,Full Time Employee,One to five years,Respiratory therapist,Mid level,Never been promoted,Healthcare & Pharmaceuticals,Government,"More than 10,000 Employees",Agree,Disagree,Somewhat agree,Disagree,Disagree,Disagree
11479853965,04/06/2020 13:17,White,Female,25-34,Bachelor's Degree,Part Time Employee,Five to ten years,RN,Mid level,Never been promoted,Social/Public Services,Non Profit,"1,000 to 10,000 Employees",Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
11480004060,04/06/2020 14:02,White,Female,45-54,Associate's Degree,Full Time Employee,Ten years or more,Respiratory Therapist,Entry level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"1,000 to 10,000 Employees",Somewhat disagree,Agree,Somewhat agree,Strongly disagree,Agree,Disagree
11480172045,04/06/2020 14:53,Hispanic or Latino,Female,25-34,Master's Degree or Higher,Full Time Employee,Five to ten years,Nurse Practitioner,Mid level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"More than 10,000 Employees",Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
11480476892,04/06/2020 16:23,White,Male,35-44,Associate's Degree,Full Time Employee,Ten years or more,Registered Respiratory Therapist,Entry level,Never been promoted,Healthcare & Pharmaceuticals,Government,"More than 10,000 Employees",Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Strongly agree
11480472205,04/06/2020 16:23,White,Male,18-24,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
